"","id","group","author_sign","author_full_name","title","city","printing_h","year","pages","size","nlr_1","rsl","roz_1","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","n_total"
"401",477,"col_lyr","Белопашенцов В.","Белопашенцов Виссарион","Русская слава : Стихотворения Виссариона Белопашенцова","М.","Лазаревых",1844,94,11,1,1,0,0,0,0,0,0,0,0,2
"402",478,"sep_lyr","Максимов М.","Максимов Михаил Иванович","С новым ясным 1845 годом, прекрасным, поздравление : [Стихотворение] / Соч. Михаила Максимова","М.","Степанова",1844,12,11,1,0,0,0,0,0,0,0,0,0,1
"403",479,"sep_nar",NA,NA,"Убиение страшного змея Георгием Победоносцем и обращение жителей города Вирита к истинному богу : В 4 песнях.","М.","Лазаревых",1844,66,19,1,0,0,0,0,0,0,0,0,0,1
"404",480,"sep_lyr","Коленковский А.","Коленковский Александр","К богу за царя / Соч. [в стихах] Алекснадра Коленковского","СПб.",NA,1844,8,NA,1,0,0,0,0,0,0,0,0,0,1
"405",482,"col_lyr","Охлебинин Н.","Охлебинин Николай","Басни Николая Охлебинина : В 3 кн","М.","А. Семена",1844,141,20,1,1,0,0,0,0,0,0,0,0,2
"406",484,"sep_nar","Трегубов Е.","Трегубов Е.","Очерки картин из русской истории и народного предания : Стихотворение Е. Трегубова : В 3 [!4] отд-ниях","М.","Степанова",1844,60,24,1,1,0,0,0,0,0,0,0,0,2
"407",485,"sep_nar","Гончаровский Е.","Гончаровский Е.","Москва и Кавказ : Повествоват. рассказ : Стихотворение Е... Гончаровского.","М.","Степанова",1844,19,21,1,1,0,0,0,0,0,0,0,0,2
"408",486,"sep_nar",NA,NA,"Тетушкины мемуары : [В стихах]","М.","Степанова",1844,79,20,1,1,0,0,0,0,0,0,0,0,2
"409",487,"sep_nar","С. С.",NA,"Вечер в клубе : Шуточ. рассказ в стихах / Соч. С. С. - 2-е изд. с доп. [С изд. 1839 г.]","М.","Евреинова",1844,56,17,1,1,0,0,0,0,0,0,0,0,2
"410",488,"sep_nar",NA,NA,"Записки молодого человека : В стихах. Кн. 1","СПб.","Праца",1844,30,16,1,0,0,0,0,0,0,0,0,0,1
"411",489,"sep_nar","Мятлев И.","Мятлев Иван Петрович","Тарантелла","СПб.","М. Ольхина",1844,7,27,1,1,0,0,0,0,0,0,0,0,2
"412",490,"col_lyr","Адельсон З.","Адельсон З.","Полночь. 1844-1845 [Текст] : [Буря]. [Стихотворения] / Cоч. З.Адельсон","М.","Н. Эрнста",1845,15,19,1,1,1,0,0,0,0,0,0,0,3
"413",491,"col_lyr","Боде А.","Боде Александр Карлович","Литературные плоды бессонницы : [Соч.] бар. Александра Боде","СПб.","Воен.-учеб. заведений",1845,21,20,1,0,1,0,0,0,0,0,0,0,2
"414",492,"col_lyr","Губер Э.","Губер Эдуард Иванович","Стихотворения / [Соч.] Эдуарда Губера","СПб.","Штаба отд. корп. внутр. стражи",1845,114,23,1,1,1,1,0,0,0,0,0,1,5
"415",493,"col_lyr","Лизандер Д.","Лизандер Дмитрий Карлович","Стихотворения Дмитрия фон-Лизандера","М.","А. Семена",1845,202,18,1,1,1,1,0,0,0,0,0,0,4
"416",494,"sep_nar","Майков А.","Майков Аполлон Николаевич","Две судьбы : Быль","СПб.","Праца",1845,80,26,1,1,1,1,0,0,0,0,0,1,5
"417",495,"sep_lyr","Т. Л.","Тургенев Иван Сергеевич","Разговор : Стихотворение Ив. Тургенева (Т.Л.)","СПб.","Праца",1845,39,22,1,1,1,0,0,0,0,0,0,0,3
"418",496,"col_lyr","Филимонов В.","Филимонов Владимир Сергеевич","Москва : Три песни / [Соч.] Владимира Филимонова","СПб.","Штаба отд. корп. внутр. стражи",1845,75,18,1,1,1,0,0,0,0,0,0,1,4
"419",497,"col_lyr","Языков Н.","Языков Николай Михайлович","Новые стихотворения Н. Языкова","М.","Ун. тип",1845,332,19,1,1,1,0,0,0,0,0,0,1,4
"420",498,"col_lyr",NA,"Аммон Иван Федорович","Московский театрал : Куплеты И.А.","М.","Кирилова",1845,16,15,1,1,1,0,0,0,0,0,0,0,3
"421",499,"sep_nar","Варвара Лизо…б","Лизогуб Варвара Ипполитовна","Зюлейка : Повесть в стихах / Соч. Варвары Лизо..б","М.","Ун. тип",1845,28,23,1,1,0,0,0,0,0,0,0,0,2
"422",500,"sep_nar","Сергиевский Д.","Сергиевский Дмитрий Иванович","Пан Дольский, или Свидание с дочерью : Повесть в стихах / Соч. Д. Сергиевского","Минск","Губ. тип.",1845,67,24,1,0,0,0,1,0,0,0,0,1,3
"423",501,"col_lyr","Дараган М.","Дараган М.","Заметки : Стихотворения М. Дарагана","Харьков","Ун. тип",1845,30,23,1,0,0,0,0,0,0,0,0,0,1
"424",503,"col_lyr","Штавер П.","Перетц Григорий Григорьевич","Стихотворения / [Соч.] Петра Штавера","СПб.","Праца",1845,45,20,1,1,0,0,1,0,0,0,0,0,3
"425",504,"sep_nar","Поспелов А.","Поспелов Алексей","Старик колдун, по прозванью Чортов-Ум : Новейшая нар. рус. сказка [в стихах] Алексея Поспелова","М.","Степанова",1845,45,20,1,0,0,0,0,0,0,0,0,0,1
"426",505,"sep_nar",NA,"Погосский Александр Фомич","Жизнь без горя и печали : Солдатск. сказка Ива Меркулыча Щираго","СПб.","Французская тип",1845,94,17,1,1,0,0,0,0,0,0,0,0,2
"427",506,"col_lyr","Ив-ни-со…",NA,"Весенний вечер или собрание сочинений / Соч. кн. Ив-ни-со...","М.","Ун. тип",1845,25,20,1,0,0,0,0,0,0,0,0,0,1
"428",507,"col_lyr",NA,NA,"Отрывки в стихах и прозе","СПб.","Фишера",1845,32,23,1,0,0,0,0,0,0,0,0,0,1
"429",508,"sep_nar","Телегин В.","Телегин Василий","Сказка о царевиче Емельяне Емельяновиче, сынке Емелюшки : В стихах / Соч. штабс-кап. Телегина.","М.","Ун. тип",1845,46,19,1,0,0,0,0,0,0,0,0,0,1
"430",510,"col_lyr","Зубов П.","Зубов Платон Павлович","Стихи Платона Зубова","СПб.",NA,1845,28,24,1,0,0,0,0,0,0,0,0,0,1
"431",511,"sep_nar","Телегин В.","Телегин Василий","Омирова Ватрахомиомахия, или Война лягушек и мышей, переложенная в стихи штабс-капитаном Телегиным.","М.","Ун. тип",1845,24,21,1,1,0,0,0,0,0,0,0,0,2
"432",512,"sep_nar","М. С.",NA,"Смоленский рынок в Москве : Картина прошедшего времени / Соч. [в стихах] М.С... 1845","М.","Н. Эрнста",1845,11,19,1,0,0,0,0,0,0,0,0,0,1
"433",513,"sep_nar","Иверсен А.","Иверсен А.","Старина : Рассказ в стихах / Соч. А. Иверсена","СПб.","А. Семена",1845,29,22,1,0,0,0,0,0,0,0,0,0,1
"434",514,"sep_nar","Бутович А.","Бутович А.","Эрнест : Повесть в стихах / Соч. А. Бутовича","Одесса","Городская тип.",1845,23,21,1,0,0,0,0,0,0,0,0,0,1
"435",515,"sep_nar","Потапов В.","Потапов Василий Федорович","Кот в сапогах : Рус. нар. сказка в 3 ч. (в стихах) / Соч. В.Ф. Потапова, авт. сказки Мужичок с ноготок, борода с локоток","М.","Степанова",1845,142,16,1,0,0,0,0,0,0,0,0,0,1
"436",517,"sep_lyr",NA,NA,"Чортовы салазки : [Стихотворение]","М.","Евреинова",1845,16,17,1,1,0,0,0,0,0,0,0,0,2
"437",518,"sep_lyr","И… К…","Калашников Иван Тимофеевич","Ода в похвалу прекрасного пола : (Читано на пикнике 4 февр. 1845 г.) / Соч. И.... К.......","СПб.","Французская тип",1845,8,27,1,0,0,0,0,0,0,0,0,0,1
"438",519,"sep_lyr","Коленковский А.","Коленковский Александр","В память кончины ее императорского высочества великой княгини Александры Николаевны. Соч. Александра Коленковского. / 2-е изд.","СПб.","Воен. тип.",1845,19,24,1,0,0,0,0,0,0,0,0,0,1
"439",520,"sep_lyr",NA,"Демьянов Николай","Прощанье","СПб.",NA,1845,4,NA,1,0,0,0,0,0,0,0,0,0,1
"440",521,"sep_lyr","Языков Н.М.","Языков Николай Михайлович","Стихи на объявление памятника историографу Николаю Михайловичу Карамзину : (Посвящаются А.И. Тургеневу)","СПб.","А. Семена",1845,7,NA,1,1,0,0,0,0,0,0,0,0,2
"441",522,"sep_nar","Кузмичев Ф.","Кузмичев Федот Семенович","Спасенная Ниневия пророчеством Ионы : Поэма в 4 песнях / Соч. авт. Сына природы, Федота Кузмичева. / 3-е изд., [печ. с изд. 1841 г. без перемены]","М.","И. Смирнова",1845,71,18,1,1,0,0,0,0,0,0,0,0,2
"442",524,"sep_lyr","Антипин И.","Антипин Иван","Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","СПб.","Фишера",1845,4,25,1,1,0,0,0,0,0,0,0,0,2
"443",525,"sep_nar","Языков Н.","Языков Николай Михайлович","Отрок Вячко : [Поэма]","М.","А. Семена",1845,20,NA,1,0,0,0,0,0,0,0,0,0,1
"444",526,"col_lyr","Аскоченский В.","Аскоченский Виктор Ипатьевич","Стихотворения В. Аскоченского","Киев","И. Вальнера",1846,200,22,1,1,1,0,0,0,0,0,0,1,4
"445",527,"col_lyr","Григорьев А.","Григорьев Аполлон Александрович","Стихотворения Аполлона Григорьева","СПб.","Крайя",1846,178,14,1,1,1,0,0,0,0,0,0,1,4
"446",529,"col_lyr","Плещеев А.","Плещеев Алексей Николаевич","Стихотворения А. Плещеева. 1845-1846.","СПб.","III Отд. собств. Е.И.В. канц.",1846,77,21,1,1,1,0,0,0,0,0,0,1,4
"447",530,"col_lyr","Полонский Я.П.","Полонский Яков Петрович","Стихотворения 1845 года / [Соч.] Я.П. Полонского","Одесса","А. Брауна",1846,72,24,1,1,1,1,0,0,0,0,0,1,5
"448",531,"sep_nar","Потапов В.","Потапов Василий Федорович","Кузнецкий мост : (В стихах) / Соч. Василия Потапова","М.","Лазаревых",1846,23,16,1,1,1,0,0,0,0,0,0,0,3
"449",532,"col_lyr",NA,"Штукенберг Антон Иванович","Сибирские мелодии","СПб.","Воен.-учеб. заведений",1846,178,22,1,1,1,0,0,0,0,0,0,1,4
"450",533,"col_lyr","Н.",NA,"Сочинения Н.: [Стихи]","М.","А. Семена",1846,51,24,1,1,1,0,0,0,0,0,0,0,3
"451",534,"sep_nar","Ваненко И.","Башмаков Иван Иванович","Бричка, или Обратный путь с Парнаса : (Басни иного манера и комедия на другую стать) / Соч. писателя, желающего остаться неизвестным; Обнаружены читающей публике Иваном Ваненко","М.","Степанова",1846,140,13,1,1,0,0,0,0,0,0,0,0,2
"452",535,"col_lyr","Аксеновский Д.","Аксеновский Дмитрий Андреевич","Стихотворения Д. Аксеновского, придворного мастера водоочистительных машин","СПб.","К. Жернакова",1846,96,18,1,1,0,0,0,0,0,0,0,0,2
"453",536,"col_nar","Бартдинский И.","Бартдинский И.","Опыты в стихах / [Соч.] И. Бартдинского. Тетрадь 1: : [Варюша ; Деревенский мечтатель]","СПб.","III Отд. собств. Е.И.В. канц.",1846,48,21,1,0,0,0,0,0,0,0,1,0,2
"454",537,"col_lyr",NA,"Савинский Анастасий","Подарок прекрасному полу :[Вып. 1]","М.","Ун. тип",1846,48,25,1,1,0,0,0,0,0,0,0,1,3
"455",538,"col_lyr","Савинский А.","Савинский Анастасий","Стихотворения Анастасия Савинского : [Вып. 2]","М.","Ун. тип",1846,116,25,1,1,0,0,0,0,0,0,0,0,2
"456",539,"sep_nar","Н. Авораж","Жаров Н.А.","Сказка о заколдованном царе / Соч. Н. Авораж","М.","Степанова",1846,122,18,1,1,1,0,0,0,0,0,0,0,3
"457",540,"sep_nar",NA,NA,"Правосудие и взятка : Сказка в 2 гл. [в стихах]","СПб.","Экбертса",1846,34,19,1,1,0,0,0,0,0,0,0,0,2
"458",541,"sep_nar",NA,NA,"Московская сказка о чуде поганом / 2-е изд. с изд. 1842 г.","М.","Евреинова",1846,23,16,1,0,0,0,0,0,0,0,0,0,1
"459",542,"sep_nar",NA,NA,"Талисман : Хитрая сказка про мудреное дело [в стихах].","СПб.","Вингебера",1846,81,19,1,0,0,0,1,0,0,0,0,0,2
"460",543,"col_lyr","Бедарева А.","Бедарева Александра","Стихотворения Александры Бедаревой","Киев","Ун. тип",1846,39,13,1,1,0,0,0,0,0,0,0,0,2
"461",544,"col_lyr","Ахлопков С.","Ахлопков Сергей","Фиолетовые книжки : Разные ст. в прозе и стихах","СПб.","Имп. Акад. наук",1846,80,22,1,1,0,0,0,0,0,0,0,0,2
"462",545,"sep_nar","Потапов В.","Потапов Василий Федорович","Марьина роща и Сокольники, или Сказание о том, как молодые купчики пропускают сквозь бутылку отцовские денежки : (В стихах) : В 2 ч. и 7 карт. : С 7 новыми хоровыми цыган. и купеч. песнями / Соч. Василья Потапова","М.","Смирнова",1846,105,15,1,0,0,0,0,0,0,0,0,0,1
"463",547,"sep_nar","Потапов В.","Потапов Василий Федорович","Тайны Нижегородской ярмарки : Нравств.-сатирич. панорама в 4 карт., в стихах / Соч. Василия Потапова","М.","Смирнова",1846,48,18,1,0,0,0,0,0,0,0,0,0,1
"464",549,"sep_nar","Потапов В.","Потапов Василий Федорович","Чудеса в решете, или Похождение купеческих сынков с купеческими прикащиками на Нижегородской ярмарке : Рус. нар. сцены в 3-х ч. и 8-ми карт. : С 10-ю новыми цыган. и хоровыми песнями / Соч. В.Ф. Потапова","М.","Смирнова",1846,216,18,1,1,0,0,0,0,0,0,0,0,2
"465",550,"sep_nar",NA,NA,"Дядя по носу глядя : [Сказка в стихах]","М.","Евреинова",1846,24,19,1,1,0,0,0,0,0,0,0,0,2
"466",551,"sep_nar","Сумароков Д.","Сумароков Дмитрий","Дальний боярин : Древ. сказка, которая на быль похожа / Соч. Дмитрия Сумарокова","М.","Кирилова",1846,16,16,1,0,0,0,0,0,0,0,0,0,1
"467",552,"sep_nar","Потапов В.","Потапов Василий Федорович","Мальчик с пальчик, или Мал золотник, да дорог! : Рус. сказка в 2-х ч. (в стихах) / Соч. В.Ф. Потапова. [Ч. 1-2]. [Ч. 1]","М.","Кирилова",1846,73,15,1,0,0,0,0,0,0,0,0,0,1
"468",553,"sep_nar","Потапов В.","Потапов Василий Федорович","Мальчик с пальчик, или Мал золотник, да дорог! : Рус. сказка в 2-х ч. (в стихах) / Соч. В.Ф. Потапова. [Ч. 1-2]. [Ч. 2]","М.","Кирилова",1846,52,15,1,0,0,0,0,0,0,0,0,0,1
"469",554,"sep_drama","Лавин Н.","Лавин Николай","Сон на Иванов день : Романт. рассказ с пением : В 2 д. : С хорами, балетами и великолеп. спектаклем","М.","А. Кузнецов",1846,36,17,1,0,0,0,0,0,0,0,0,0,1
"470",555,"col_lyr","Бороздна И.","Бороздна Иван Петрович","Лучи и тени : Новые стихотворения И. Бороздны, изд. им в пользу Чернигов. дет. приюта","М.","Готье и Монигетти, б. А. Семена",1847,100,24,1,1,1,0,0,0,0,0,0,0,3
"471",556,"col_lyr","Голицын М.","Голицын Михаил Григорьевич","Проблески : Стихотворения кн. Михаила Голицына","М.","А. Семена",1847,51,23,1,1,1,0,0,0,0,0,0,0,3
"472",557,"col_nar","Голишев Н.","Голишев Николай","Повести Николая Голишева : В стихах","М.","Степанова",1847,127,16,1,1,1,0,0,0,0,0,0,1,4
"473",558,"col_lyr","Голишев Н.","Голишев Николай","Духовные стихотворения Николая Голишева","М.",NA,1847,106,NA,1,0,0,0,0,0,0,0,0,0,1
"474",559,"sep_lyr","Голишев Н.","Голишев Николай","Стихи свободному художнику Кондратью Кондратьевичу Ежову","М.","Степанова",1847,3,20,1,0,0,0,0,0,0,0,0,0,1
"475",560,"col_lyr","Майков А.","Майков Аполлон Николаевич","Очерки Рима : [Стихи] / [Соч.] Аполлона Майкова","СПб.","И. Глазунова",1847,42,29,1,1,1,0,1,0,0,0,0,0,4
"476",561,"sep_nar","Минаев Д.","Минаев Дмитрий Иванович","Слава о Вещем Олеге : [В стихах] / Соч. Д. Минаева","СПб.","И. Фишона",1847,91,23,1,1,1,0,0,0,0,0,0,0,3
"477",562,"col_lyr","Нольде Н.К.","Нольде Николай К.","Стихотворения барона Н.К. Нольде 1846 года","М.","Ун. тип",1847,46,21,1,0,1,0,0,0,0,0,0,0,2
"478",563,"col_lyr","Скарретка В.","Скарретка Вильгельм Павлович","Мечты и жизнь поэта / Соч. лишенного зрения Вильгельма Скарретки","М.","Ун. тип",1847,27,24,1,1,1,0,0,0,0,0,0,0,3
"479",564,"col_nar","П.В.Ш.","Шереметевский Петр Васильевич","Москва 1147-1847 : Рассказы москвитянина : [В стихах] / П.В.Ш.","М.","Ун. тип",1847,128,26,1,1,1,0,1,0,0,0,0,0,4
"480",565,"sep_nar","В.П.",NA,"Московский гостиный двор, или Искусство покупать и дешево и сердито! : Стихотворение, напис. с натуры : В 9 карт.","М.","Кирилова",1847,33,17,1,0,1,0,0,0,0,0,0,0,2
"481",566,"col_lyr","Н.Т.",NA,"Стихотворения / Н.Т.","М.","А. Семена",1847,204,23,1,0,1,0,0,0,0,0,0,1,3
"482",567,"sep_nar","Дрейгарфен М.","Дрейгарфен М.","Кольцо : Повесть в стихах / Соч. М. Дрейгарфена","М.","А. Семена",1847,41,21,1,1,0,0,1,0,0,0,0,0,3
"483",568,"col_lyr","Жмакин В.","Жмакин В.А.","Подарок другу : Стихотворения В. Жмакина","Казань","Ун. тип",1847,52,23,1,1,0,1,0,0,0,0,0,0,3
"484",570,"col_lyr","Фараонов И.","Фараонов И.","Опыт переложения в стихи некоторых мест Священного писания / [Соч.] И. Фараонова","СПб.","И. Глазунова",1847,178,21,1,1,0,0,0,0,0,0,0,0,2
"485",571,"col_lyr","Чернов П.","Чернов Платон","Стихотворения Платона Чернова (1845, 46 и 47)","СПб.","Вингебера",1847,74,23,1,0,0,1,0,0,0,0,0,0,2
"486",573,"sep_nar","Потапов В.","Потапов Василий Федорович","Ерш Ершович Щетинников, или Волшебная сказка о гуслях-самогудах с присказками и с шуточками, с песнями и с прибауточками : В 4 ч., в стихах / Соч. В. Потапова","М.","Н. Кольчугин",1847,127,15,1,1,0,0,0,0,0,0,0,0,2
"487",576,"sep_nar","В… Л…",NA,"Сказка о невеличке-птичке, или О двух счастливцах : [В стихах] / Соч. В... Л...","СПб.","Вингебера",1847,139,20,1,1,0,0,0,0,0,0,0,0,2
"488",577,"sep_nar",NA,NA,"Сказка о Эдуарде-королевиче","М.","Кирилова",1847,44,17,1,0,0,0,1,0,0,0,0,0,2
"489",578,"sep_nar","Сушков Н.В.","Сушков Николай Васильевич","Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","М.","Ун. тип",1847,222,25,1,1,0,0,1,0,0,0,0,0,3
"490",580,"sep_nar","Вердеревский Е.","Вердеревский Евграф Алексеевич","Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","СПб.","И. Фишона",1847,74,28,1,1,0,0,0,0,0,0,0,1,3
"491",581,"sep_nar","Вердеревский Е.","Вердеревский Евграф Алексеевич","Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","СПб.","И. Фишона",1847,55,28,1,1,0,0,0,0,0,0,0,1,3
"492",582,"sep_nar","Алферьев В.","Алферьев Василий Петрович","Плащь [!], поэма Василья Алферьева","СПб.","Крайя",1847,36,20,1,1,1,0,0,0,0,0,0,0,3
"493",584,"sep_lyr","Вяземский П.","Вяземский Петр Андреевич","Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","СПб.","Экс. загот. гос. бумаг",1848,8,21,1,1,1,1,0,0,0,0,0,0,4
"494",586,"sep_nar","Костарев С.","Костарев Савва Васильевич","Бренко : Поэма / Соч. С. Костарева","М.","А. Семена",1848,119,20,1,1,1,1,0,0,0,0,0,1,5
"495",587,"sep_lyr","Павлова К.","Павлова Каролина Карловна","Двойная жизнь : Очерк : [Роман в прозе и стихах / Соч.] К. Павловой","М.","Готье и Монигетти",1848,213,20,1,1,1,0,1,0,0,0,0,1,5
"496",588,"sep_nar","Н. А.","Сергиевский Дмитрий Иванович","Дочь тайны : Повесть в стихах / Соч. Н.А.","СПб.","П.А. Мартынов",1848,97,14,1,0,0,1,1,0,0,0,0,0,3
"497",590,"col_lyr","Соваж К.","Соваж Константин","Тревога раздумья : Стихотворения К. Соваж","М.","Готье и Монигетти",1848,140,20,1,0,1,0,0,0,0,0,0,1,3
"498",591,"col_lyr","Волошеновский Ф.","Волошеновский Федор","Поэтические вспышки : Стихотворения Федора Волошеновского","Одесса","Неймана",1848,80,21,1,1,0,0,0,0,0,0,0,1,3
"499",592,"col_lyr","Малышев Г.","Малышев Григорий Григорьевич","Стихотворения Григория Малышева","СПб.","кн. маг. П. Крашенникова и К",1848,48,18,1,1,0,1,0,0,0,0,0,1,4
"500",593,"col_lyr","Шкурин Х.Н.","Шкурин Х.Н.","Из действительной жизни : Стихотворения Х.Н. Шкурина","Тифлис","вост. яз. Г. Гулиянц",1848,71,19,1,0,0,0,1,0,0,0,1,0,3
"501",595,"sep_nar",NA,NA,"Соловей разбойник, или Живой мертвец : Сказка, похожая на быль : (В стихах)","М.","Смирнова",1848,68,17,1,1,0,0,0,0,0,0,0,0,2
"502",596,"sep_drama","Долгоруков А.В.","Долгоруков Алексей Владимирович","Рядовой : Трагико-комич. сцена","СПб.","Крайя",1848,34,15,1,0,0,0,0,0,0,0,0,0,1
"503",598,"col_lyr","Ваненко И.","Башмаков Иван Иванович","Семейные приключения животных : (Басни иного манера) : [В стихах] / Соч. Ивана Ваненко","М.","Д. Трегубов",1849,94,20,1,1,1,0,0,0,0,0,0,1,4
"504",599,"sep_lyr","Вяземский П.","Вяземский Петр Андреевич","Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","СПб.","Воен. тип.",1849,7,23,1,1,1,1,0,0,0,0,0,0,4
"505",600,"col_lyr","Грузинов И.","Грузинов Иосиф Романович","Отблески поэзии : [Стихотворения] / Соч. Иосифа Грузинова","М.","В. Готье",1849,101,22,1,1,1,0,0,0,0,0,0,1,4
"506",601,"sep_nar","Данилевский Гр.","Данилевский Григорий Петрович","Гвая-алир или мехиканские ночи : [Рассказ в стихах / Соч.] Гр. Данилевского","СПб.","Крайя",1849,52,23,1,1,1,0,0,0,0,0,0,0,3
"507",602,"col_lyr","Миллер Ф.","Миллер Федор Богданович","Стихотворения Ф. Миллера. 1841-1848","М.","Полиц. тип.",1849,292,17,1,1,1,0,0,1,0,0,1,1,6
"508",603,"col_lyr",NA,"Полонский Яков Петрович","Сазандар : Стихи","Тифлис","Канц. наместника кавк.",1849,60,20,1,1,1,0,1,0,0,0,0,0,4
"509",604,"sep_nar","Раич С.Е.","Раич Семен Егорович","Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 1.","М.","В. Готье",1849,161,20,0,1,1,0,1,0,0,0,0,0,3
"510",605,"sep_nar","Раич С.Е.","Раич Семен Егорович","Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 2.","М.","В. Готье",1849,262,20,0,1,0,0,0,0,0,0,0,0,1
"511",606,"sep_drama","Сушков Н.В.","Сушков Николай Васильевич","Комедия без свадьбы : Комедия в 1 д. : В вольных стихах / [Соч.] Н.В. Сушкова","М.","Ун. тип",1849,32,25,1,1,1,0,0,0,0,0,0,0,3
"512",607,"col_lyr","Шахова Е.","Шахова Елисавета Никитична","Мирянка и Отшельница : Стихотворения Елисаветы Шаховой : В 2 ч.","СПб.","Вингебера",1849,346,19,1,1,1,0,0,0,0,0,0,0,3
"513",609,"sep_nar",NA,"Карпенко Степан Данилович","Торжественная поэма Киевлянина в восьмидесяти одной песне на рождение его императорского высочества государя, великого князя Владимира Александровича : [С прил.]","СПб.","III Отд. собств. Е.И.В. канц.",1849,143,24,1,1,0,1,0,0,0,0,0,0,3
"514",610,"sep_nar",NA,"Митрофан (Воронцов Михаил Лаврентьевич)","Радонежский пустынник, св. Сергий Чудотворец : Жизнеопис. стихотворение в девяти песнях / (Соч. авт. стихотворения: ""Хвалебное приношение веры святителю Митрофану..."")","М.","А. Семена",1849,95,24,1,1,0,0,1,0,0,0,0,0,3
"515",611,"sep_nar","Владимиров М.С.","Владимиров М.С.","Деревенский праздник, или Радостный ответ на царское слово : Соврем. нар. картина с песнями, написана по случаю высочайшего манифеста, последовавшего в марте месяце, М.С. Владимировым","СПб.","К.Л. Герасимов",1849,44,NA,1,0,0,0,0,0,0,0,0,0,1
"516",613,"col_lyr","Фет А.","Фет Афанасий Афанасьевич","Стихотворения А. Фета","М.","Степанова",1850,162,26,1,1,1,0,0,0,0,0,1,1,5
"517",614,"col_lyr","Щербина Н.","Щербина Николай Федорович","Греческие стихотворения / [Соч.] Николая Щербины","Одесса","Л. Нитче",1850,100,20,1,1,1,0,0,0,0,0,0,0,3
"518",615,"sep_drama","Жемчужников А.","Жемчужников Алексей Михайлович","Странная ночь : Комедия в 1 д., в стихах / Соч. Алексея Жемчужникова","СПб.","Имп. Акад. наук",1850,55,26,1,1,0,0,0,0,0,0,0,1,3
"519",616,"sep_nar","Павлов С.","Павлов Сергей","Краткий, в стихах, очерк С. Петербурга и другие мелкие стихотворения / [Соч.] Сергея Павлова","СПб.","Я. Трея",1850,31,24,1,1,0,0,0,0,0,0,0,0,2
"520",617,"col_lyr","Е.С.","Сентимер Елизавета","Стихотворения Е.С.","Киев","И. Вальнера",1850,33,20,1,0,0,0,0,0,0,0,0,0,1
"521",618,"sep_nar","Голембовская М.","Голембовская Мария","Угощение сказкою о райской птичке и о чудном зеркальце / Соч. Марии Голембовской","М.","Ун. тип",1850,56,20,1,1,0,0,0,0,0,0,0,0,2
"522",621,"sep_nar","Потапов В.","Потапов Василий Федорович","Конек-Горбунок с золотой щетинкой : Новая рус. сказка (в стихах) / Соч. В.Ф. Потапова / 1-е изд.","М.","Кирилова",1847,64,15,1,0,0,0,0,0,0,0,0,0,1
"523",622,"sep_nar",NA,NA,"Похождение четырех русских матросов на необитаемом острове : Рассказ мужичка, серого армячка","М.","Евреинова",1850,31,15,1,0,0,0,0,0,0,0,0,0,1
"524",623,"sep_drama",NA,"Кукольник Нестор Васильевич","Роксолана : драма в 5 актах, в стихах / сочинение Н. К. (писана летом 1835 года)","СПб.","Плюшара",1835,178,22,1,1,0,0,1,0,0,0,0,1,4
"525",624,"alm_","Максимович М.","Максимович Михаил Александрович","Денница: Альманах","М.","Ун. тип",1834,240,14,1,0,0,0,0,0,0,0,0,1,2
"526",625,"alm_",NA,NA,"Подарок бедным: Альманах на 1834 год, изданный новороссийским женским обществом призрения бедных","Одесса","Городская тип.",1834,196,16,1,1,0,0,1,0,0,0,0,1,4
"527",626,"alm_",NA,NA,"Досуги Марса: Литературные труды офицеров","СПб.","III Отд. собств. Е.И.В. канц.",1834,283,14,0,1,0,0,0,0,0,0,0,0,1
"528",627,"alm_",NA,NA,"Новоселье. Ч. 2","СПб.","Плюшара",1834,575,20,1,1,0,1,1,0,0,0,1,0,5
"529",628,"alm_",NA,"Орлов Иван И.","Пантеон дружбы на 1834 год. Собранный И. О-м","М.","Степанова",1834,348,NA,1,1,0,0,0,0,0,0,0,1,3
"530",629,"sep_drama","Соболев А.","Соболев Александр","Черный день Трещоткиной : Комедия в 3 д., в стихах","СПб.","III Отд. собств. Е.И.В. канц.",1834,180,20,1,1,0,0,0,0,0,0,0,1,3
"531",631,"col_lyr","Козлов И.","Козлов Иван Иванович","Собрание стихотворений Ивана Козлова / 2-е изд. Ч. 1-2.","СПб.","А. Смирдина",1834,NA,20,1,1,1,0,0,0,0,0,0,1,4
