"","id","group","author_sign","author_full_name","title","city","publisher","year","pages","size_cm","nlr","rsl","rozanov","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","spbgu","n_total"
"480",530,"sep_lyr","Антипин И.","Антипин Иван","Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","СПб.","Фишера",1845,4,25,1,1,0,0,0,0,0,0,0,0,0,2
"481",531,"sep_nar","Языков Н.","Языков Николай Михайлович","Отрок Вячко : [Поэма] ","М.","Семена",1845,20,NA,1,0,0,0,0,0,0,0,0,0,0,1
"482",532,"almanac",NA,NA,"Метеор : [Сб. стихотворений] : На 1845 год. ","СПб.","Ольхина",1845,178,22,1,1,0,0,0,0,0,0,0,1,0,3
"483",533,"almanac",NA,NA,"Вчера и сегодня [Текст] : литературный сборник, составленный гр. В. А. Соллогубом, изданный А. Смирдиным. Кн. 1.","СПб.","Акад. наук",1845,164,24,1,1,0,0,1,0,0,0,0,1,0,4
"484",534,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1846 год.","М.","Лазаревых",1845,8,NA,1,0,0,0,0,0,0,0,0,0,0,1
"485",535,"sep_lyr","Россиянин",NA,"Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","СПб.","Иогансона",1845,18,24,1,1,0,0,0,0,0,0,0,0,0,2
"486",536,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","СПб.","Штаба отд. корп. внутр. стражи",1845,27,23,1,1,0,0,0,0,0,0,0,0,0,2
"487",537,"sep_lyr","Глинка С.","Глинка Сергей Николаевич","Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","СПб.","Штаба отд. корп. внутр. стражи",1845,7,21,1,1,0,0,0,0,0,0,0,0,0,2
"488",538,"col_lyr","Аскоченский В.","Аскоченский Виктор Ипатьевич","Стихотворения В. Аскоченского","Киев","Вальнера",1846,200,22,1,1,1,0,0,0,0,0,0,1,0,4
"489",539,"col_lyr","Григорьев А.","Григорьев Аполлон Александрович","Стихотворения Аполлона Григорьева","СПб.","Крайя",1846,178,14,1,1,1,0,0,0,0,0,0,1,0,4
"490",540,"col_lyr","Плещеев А.","Плещеев Алексей Николаевич","Стихотворения А. Плещеева. 1845-1846.","СПб.","III Отд. собств. Е.И.В. канц.",1846,77,21,1,1,1,0,0,0,0,0,0,1,0,4
"491",541,"col_lyr","Полонский Я.П.","Полонский Яков Петрович","Стихотворения 1845 года / [Соч.] Я.П. Полонского","Одесса","Брауна",1846,72,24,1,1,1,1,0,0,0,0,0,1,0,5
"492",542,"sep_nar","Потапов В.","Потапов Василий Федорович","Кузнецкий мост : (В стихах) / Соч. Василия Потапова","М.","Лазаревых",1846,23,16,1,1,1,0,0,0,0,0,0,0,0,3
"493",543,"col_lyr",NA,"Штукенберг Антон Иванович","Сибирские мелодии","СПб.","Воен.-учеб. заведений",1846,178,22,1,1,1,0,0,0,0,0,0,1,0,4
"494",544,"col_lyr","Н.",NA,"Сочинения Н.: [Стихи]","М.","Семена",1846,51,24,1,1,1,0,0,0,0,0,0,0,0,3
"495",545,"sep_nar","Ваненко И.","Башмаков Иван Иванович","Бричка, или Обратный путь с Парнаса : (Басни иного манера и комедия на другую стать) / Соч. писателя, желающего остаться неизвестным; Обнаружены читающей публике Иваном Ваненко","М.","Степанова",1846,140,13,1,1,0,0,0,0,0,0,0,0,0,2
"496",546,"col_lyr","Аксеновский Д.","Аксеновский Дмитрий Андреевич","Стихотворения Д. Аксеновского, придворного мастера водоочистительных машин","СПб.","Жернакова",1846,96,18,1,1,0,0,0,0,0,0,0,0,0,2
"497",547,"col_nar","Бартдинский И.","Бартдинский И.","Опыты в стихах / [Соч.] И. Бартдинского. Тетрадь 1: : [Варюша ; Деревенский мечтатель]","СПб.","III Отд. собств. Е.И.В. канц.",1846,48,21,1,0,0,0,0,0,0,0,1,0,0,2
"498",548,"col_lyr",NA,"Савинский Анастасий","Подарок прекрасному полу :[Вып. 1]","М.","Ун. тип",1846,48,25,1,1,0,0,0,0,0,0,0,1,0,3
"499",549,"col_lyr","Савинский А.","Савинский Анастасий","Стихотворения Анастасия Савинского : [Вып. 2]","М.","Ун. тип",1846,116,25,1,1,0,0,0,0,0,0,0,0,0,2
"500",550,"sep_nar","Н. Авораж","Жаров Н.А.","Сказка о заколдованном царе / Соч. Н. Авораж","М.","Степанова",1846,122,18,1,1,1,0,0,0,0,0,0,0,0,3
"501",551,"sep_nar",NA,NA,"Правосудие и взятка : Сказка в 2 гл. [в стихах]","СПб.","Экбертса",1846,34,19,1,1,0,0,0,0,0,0,0,0,0,2
"502",552,"sep_nar",NA,NA,"Московская сказка о чуде поганом / 2-е изд. с изд. 1842 г.","М.","Евреинова",1846,23,16,1,0,0,0,0,0,0,0,0,0,0,1
"503",553,"sep_nar",NA,NA,"Талисман : Хитрая сказка про мудреное дело [в стихах].","СПб.","Вингебера",1846,81,19,1,0,0,0,1,0,0,0,0,0,0,2
"504",554,"col_lyr","Бедарева А.","Бедарева Александра","Стихотворения Александры Бедаревой","Киев","Ун. тип",1846,39,13,1,1,0,0,0,0,0,0,0,0,0,2
"505",556,"sep_nar","Потапов В.","Потапов Василий Федорович","Марьина роща и Сокольники, или Сказание о том, как молодые купчики пропускают сквозь бутылку отцовские денежки : (В стихах) : В 2 ч. и 7 карт. : С 7 новыми хоровыми цыган. и купеч. песнями / Соч. Василья Потапова","М.","Смирнова",1846,105,15,1,0,0,0,0,0,0,0,0,0,0,1
"506",557,"sep_nar","Потапов В.","Потапов Василий Федорович","Тайны Нижегородской ярмарки : Нравств.-сатирич. панорама в 4 карт., в стихах / Соч. Василия Потапова","М.","Смирнова",1846,48,18,1,0,0,0,0,0,0,0,0,0,0,1
"507",558,"sep_nar","Потапов В.","Потапов Василий Федорович","Чудеса в решете, или Похождение купеческих сынков с купеческими прикащиками на Нижегородской ярмарке : Рус. нар. сцены в 3-х ч. и 8-ми карт. : С 10-ю новыми цыган. и хоровыми песнями / Соч. В.Ф. Потапова","М.","Смирнова",1846,216,18,1,1,0,0,0,0,0,0,0,0,0,2
"508",559,"sep_nar",NA,NA,"Дядя по носу глядя : [Сказка в стихах]","М.","Евреинова",1846,24,19,1,1,0,0,0,0,0,0,0,0,0,2
"509",560,"sep_nar","Сумароков Д.","Сумароков Дмитрий","Дальний боярин : Древ. сказка, которая на быль похожа / Соч. Дмитрия Сумарокова","М.","Кирилова",1846,16,16,1,0,0,0,0,0,0,0,0,0,0,1
"510",561,"sep_nar","Потапов В.","Потапов Василий Федорович","Мальчик с пальчик, или Мал золотник, да дорог! : Рус. сказка в 2-х ч. (в стихах) / Соч. В.Ф. Потапова. [Ч. 1-2]. [Ч. 1]","М.","Кирилова",1846,73,15,1,0,0,0,0,0,0,0,0,0,0,1
"511",562,"sep_nar","Потапов В.","Потапов Василий Федорович","Мальчик с пальчик, или Мал золотник, да дорог! : Рус. сказка в 2-х ч. (в стихах) / Соч. В.Ф. Потапова. [Ч. 1-2]. [Ч. 2]","М.","Кирилова",1846,52,15,1,0,0,0,0,0,0,0,0,0,0,1
"512",563,"almanac",NA,NA,"Вчера и сегодня [Текст] : литературный сборник, составленный гр. В. А. Соллогубом, изданный А. Смирдиным. Кн. 2.","СПб.","Акад. наук",1846,182,24,1,1,0,0,1,0,0,0,0,1,0,4
"513",564,"col_lyr","Жадовская Ю.","Жадовская Юлия Валерьяновна","Стихотворения Юлии Жадовской","СПб.","Праца",1846,64,26,1,1,0,1,0,0,0,0,0,1,0,4
"514",565,"almanac",NA,NA,"Первое апреля : Комич. ил. альманах, сост. из рассказов в стихах и прозе, достопримечательных писем, куплетов, пародий, анекдотов и пуфов / Изд. Н.А. Некрасова.","СПб.","Крайя",1846,144,16,1,1,0,0,0,0,0,0,0,0,0,2
"515",566,"col_lyr","Волков Ю.","Волков Юрий Александрович","Стихотворения Юрия Волкова","М.","Кузнецова",1846,72,17,1,0,0,0,0,0,0,0,0,0,0,1
"516",567,"sep_nar","Вахрушев Ф.","Вахрушев Фома","Гусар : Повесть в стихах / Соч. Фомы Вахрушева","М.",NA,1846,31,19,1,0,0,0,0,0,0,0,0,0,0,1
"517",568,"col_lyr","Иванов В.","Иванов Владимир","Стихотворения Владимира Иванова","СПб.","Крайя",1846,72,23,1,0,0,0,0,0,0,0,0,0,0,1
"518",569,"sep_lyr",NA,NA,"О человече внимай .. : [Стихотворение]",NA,NA,1846,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"519",571,"col_lyr","Набатов С.","Набатов Сергей","Млечная звездочка : Стихотворения Сергея Набатова.","М.","Лазаревых",1846,72,16,1,0,0,0,0,0,0,0,0,0,0,1
"520",572,"col_lyr","Сельский С.","Сельский Сергей","Отголоски юности : Опыты в стихах С. Сельского","М.","Евреинова",1846,40,18,1,1,0,0,0,0,0,0,0,0,0,2
"521",573,"sep_lyr","Ф.П.",NA,"Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","М.","Кирилова",1846,190,20,1,1,0,0,1,0,0,0,0,0,0,3
"522",574,"sep_nar",NA,NA,"Московский толкучий рынок : Панорама в 6 карт. : (В стихах).","М.","Смирнова",1846,32,15,1,1,0,0,0,0,0,0,0,0,0,2
"523",575,"almanac",NA,NA,"Гирляндочка : [Стихотворения] : Подарок на 1846 год любителям и любительницам русского чтения.","М.","Семена",1846,42,16,1,1,0,0,0,0,0,0,0,0,0,2
"524",576,"almanac",NA,NA,"Новоселье: [альманах]. Часть 3","СПб.","Акад. наук",1846,504,20,0,0,0,1,1,0,0,0,1,0,0,3
"525",577,"almanac","Аладьин Е. (изд.)","Аладьин Егор Васильевич","Невский альманах... издаваемый Е. Аладьиным. ... на 1846 год : [стихи и проза / издатель Е.В. Аладьин]","СПб.","Жернакова",1846,304,27,1,0,0,1,1,0,0,0,0,0,0,3
"526",578,"almanac","Некрасов Н. (изд.)","Некрасов Николай Алексеевич","Петербургский сборник, изданный Н. Некрасовым : В.Г. Белинский, Ф.М. Достоевский, Искандер [псевд. А.И. Герцена], А.И. Кронеберг, А.Н. Майков, Н.А. Некрасов, А.В. Никитенко, кн. В.Ф. Одоевский, И.И. Панаев, гр. В.А. Соллогуб, И.С. Тургенев.","СПб.","Праца",1846,560,26,1,1,0,0,1,0,0,0,0,0,0,3
"527",579,"almanac",NA,NA,"Московский литературный и ученый сборник : Т. 1","М.","Семена",1846,579,25,1,1,0,1,1,0,0,0,0,0,0,4
"528",580,"col_lyr","Бороздна И.","Бороздна Иван Петрович","Лучи и тени : Новые стихотворения И. Бороздны, изд. им в пользу Чернигов. дет. приюта","М.","Готье и Монигетти, б. А. Семена",1847,100,24,1,1,1,0,0,0,0,0,0,0,0,3
"529",581,"col_lyr","Голицын М.","Голицын Михаил Григорьевич","Проблески : Стихотворения кн. Михаила Голицына","М.","Семена",1847,51,23,1,1,1,0,0,0,0,0,0,0,0,3
"530",582,"col_nar","Голишев Н.","Голишев Николай","Повести Николая Голишева : В стихах","М.","Степанова",1847,127,16,1,1,1,0,0,0,0,0,0,1,0,4
"531",583,"col_lyr","Голишев Н.","Голишев Николай","Духовные стихотворения Николая Голишева","М.",NA,1847,106,NA,1,0,0,0,0,0,0,0,0,0,0,1
"532",584,"sep_lyr","Голишев Н.","Голишев Николай","Стихи свободному художнику Кондратью Кондратьевичу Ежову","М.","Степанова",1847,3,20,1,0,0,0,0,0,0,0,0,0,0,1
"533",585,"col_lyr","Майков А.","Майков Аполлон Николаевич","Очерки Рима : [Стихи] / [Соч.] Аполлона Майкова","СПб.","И. Глазунова",1847,42,29,1,1,1,0,1,0,0,0,0,0,0,4
"534",586,"sep_nar","Минаев Д.","Минаев Дмитрий Иванович","Слава о Вещем Олеге : [В стихах] / Соч. Д. Минаева","СПб.","Фишона",1847,91,23,1,1,1,0,0,0,0,0,0,0,0,3
"535",587,"col_lyr","Нольде Н.К.","Нольде Николай К.","Стихотворения барона Н.К. Нольде 1846 года","М.","Ун. тип",1847,46,21,1,0,1,0,0,0,0,0,0,0,0,2
"536",588,"col_lyr","Скарретка В.","Скарретка Вильгельм Павлович","Мечты и жизнь поэта / Соч. лишенного зрения Вильгельма Скарретки","М.","Ун. тип",1847,27,24,1,1,1,0,0,0,0,0,0,0,0,3
"537",589,"col_nar","П.В.Ш.","Шереметевский Петр Васильевич","Москва 1147-1847 : Рассказы москвитянина : [В стихах] / П.В.Ш.","М.","Ун. тип",1847,128,26,1,1,1,0,1,0,0,0,0,0,0,4
"538",590,"sep_nar","В.П.",NA,"Московский гостиный двор, или Искусство покупать и дешево и сердито! : Стихотворение, напис. с натуры : В 9 карт.","М.","Кирилова",1847,33,17,1,0,1,0,0,0,0,0,0,0,0,2
"539",591,"col_lyr","Н.Т.",NA,"Стихотворения / Н.Т.","М.","Семена",1847,204,23,1,0,1,0,0,0,0,0,0,1,0,3
"540",592,"sep_nar","Дрейгарфен М.","Дрейгарфен М.","Кольцо : Повесть в стихах / Соч. М. Дрейгарфена","М.","Семена",1847,41,21,1,1,0,0,1,0,0,0,0,0,0,3
"541",593,"col_lyr","Жмакин В.","Жмакин В.А.","Подарок другу : Стихотворения В. Жмакина","Казань","Ун. тип",1847,52,23,1,1,0,1,0,0,0,0,0,0,0,3
"542",594,"col_lyr","Фараонов И.","Фараонов И.","Опыт переложения в стихи некоторых мест Священного писания / [Соч.] И. Фараонова","СПб.","И. Глазунова",1847,178,21,1,1,0,0,0,0,0,0,0,0,0,2
"543",595,"col_lyr","Чернов П.","Чернов Платон","Стихотворения Платона Чернова (1845, 46 и 47)","СПб.","Вингебера",1847,74,23,1,0,0,1,0,0,0,0,0,0,0,2
"544",596,"sep_nar","Потапов В.","Потапов Василий Федорович","Ерш Ершович Щетинников, или Волшебная сказка о гуслях-самогудах с присказками и с шуточками, с песнями и с прибауточками : В 4 ч., в стихах / Соч. В. Потапова","М.","Кольчугин",1847,127,15,1,1,0,0,0,0,0,0,0,0,0,2
"545",597,"sep_nar","В… Л…",NA,"Сказка о невеличке-птичке, или О двух счастливцах : [В стихах] / Соч. В... Л...","СПб.","Вингебера",1847,139,20,1,1,0,0,0,0,0,0,0,0,0,2
"546",598,"sep_nar",NA,NA,"Сказка о Эдуарде-королевиче","М.","Кирилова",1847,44,17,1,0,0,0,1,0,0,0,0,0,0,2
"547",599,"sep_nar","Сушков Н.В.","Сушков Николай Васильевич","Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","М.","Ун. тип",1847,222,25,1,1,0,0,1,0,0,0,0,0,0,3
"548",601,"sep_nar","Вердеревский Е.","Вердеревский Евграф Алексеевич","Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","СПб.","Фишона",1847,74,28,1,1,0,0,0,0,0,0,0,1,0,3
"549",602,"sep_nar","Вердеревский Е.","Вердеревский Евграф Алексеевич","Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","СПб.","Фишона",1847,55,28,1,1,0,0,0,0,0,0,0,1,0,3
"550",603,"sep_nar","Алферьев В.","Алферьев Василий Петрович","Плащь [!], поэма Василья Алферьева","СПб.","Крайя",1847,36,20,1,1,1,0,0,0,0,0,0,0,0,3
"551",604,"sep_nar","Потапов В.","Потапов Василий Федорович","Конек-Горбунок с золотой щетинкой : Новая рус. сказка (в стихах) / Соч. В.Ф. Потапова / 1-е изд.","М.","Кирилова",1847,64,15,1,0,0,0,0,0,0,0,0,0,0,1
"552",605,"col_lyr","Уманский И.В.",NA,"Басни / И.В. Уманского [Кн. 1]","Киев","Вальнера",1847,138,23,1,1,0,0,0,0,0,0,0,1,0,3
"553",606,"sep_nar","Потапов В.","Потапов Василий Федорович","Конек-Горбунок и Мужичок с ноготок : Сказочка с шуточками, с присказками и с прибауточками, в стихах / Соч. В.Ф. Потапова.","М.","Семена",1847,69,16,1,1,0,0,0,0,0,0,0,0,0,2
"554",607,"sep_lyr","Егор Валерьянов","Валерьянов Егор","Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1847 год.","М.","Лазаревых",1847,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"555",608,"col_lyr","Щербаков Г.","Щербаков Григорий","Стихотворения / [Соч.] Григория Щербакова.","М.","Семена",1847,72,29,1,1,0,0,0,0,0,0,0,0,0,2
"556",609,"col_lyr",NA,NA,"Туман на заре : [Стихи]","М.","Евреинова",1847,31,19,1,0,0,0,0,0,0,0,0,0,0,1
"557",612,"col_lyr","Глебов Л.","Глебов Леонид Иванович","Стихотворения. 1845 и 1846 / [Соч.] Леонида Глебова.","Полтава","Лещинский",1847,104,18,1,0,0,0,0,0,0,0,0,0,0,1
"558",613,"sep_lyr","Павлов С.","Павлов Сергей","На крещение его императорского высочества великого князя Владимира Александровича","СПб.",NA,1847,2,26,1,0,0,0,0,0,0,0,0,0,0,1
"559",614,"sep_lyr","Анисим","Анисим","Анисим. Господам старшинам, членам и гостям Московского купеческого собрания на 1848 год : [Стихотворение]","М.","Ун. тип",1847,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"560",615,"col_lyr","Михайловский Н.","Михайловский Николай","Некоторые из духовных стихотворений Николая Михайловского","СПб.","Воен.-учеб. заведений",1847,35,NA,1,1,0,0,0,0,0,0,0,0,0,2
"561",616,"sep_nar","Потапов В.","Потапов Василий Федорович","Петушок - золотой гребешок, или Ведьмы на шабаше : Рус. сказочка для старых мужьев в 2 ч. (в стихах) / Соч. Василия Потапова","М.","Евреинова",1847,69,16,1,0,0,0,0,0,0,0,0,0,0,1
"562",617,"sep_nar","Потапов В.","Потапов Василий Федорович","Ванька-Каин : Рус. сказка (в стихах) : В 2 ч / Соч. В.Ф. Потапова","М.","Лазаревых",1847,48,16,1,0,0,0,0,0,0,0,0,0,0,1
"563",618,"sep_lyr","Гейнике Р.","Гейнике Роберт","На новый 1848-й год усердное приношение почтенным г. г. членам Большого гражданского общества от преданного им буфетчика Роберта Гейнике : [Стихотворение]","СПб.","Крайя",1847,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"564",619,"sep_lyr",NA,NA,"Брюссов карманный оракул, или Новая гадательная книжка для любителей и любительниц предугадывать судьбу свою : (В стихах) : Сост. по новой методе.","М.","Лазаревых",1847,35,NA,1,0,0,0,0,0,0,0,0,0,0,1
"565",620,"col_lyr","Остроумов И.","Остроумов Иван","Часы моей фантазии : Стихотворения Ивана Остроумова, крестьянина гр. Александра Никитича Панина, Владимир. губ., Гороховец. уезда, села Нижнего Ландеха. Посвящаются любителям поэзии. Ч. 1","Нижний Новгород","Прозоровского",1847,90,20,1,0,0,0,0,0,0,0,0,0,0,1
"566",621,"sep_lyr",NA,NA,"Поздравление разнощиков афиш санктпетербургских театров, с новым 1848 годом.","СПб.","Имп. театров",1847,2,38,1,0,0,0,0,0,0,0,0,0,0,1
"567",622,"almanac",NA,NA,"Московский литературный и ученый сборник : Т. 2","М.","Семена",1847,934,25,1,1,0,1,1,0,0,0,0,0,0,4
"568",624,"sep_lyr","Вяземский П.","Вяземский Петр Андреевич","Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","СПб.","Экс. загот. гос. бумаг",1848,8,21,1,1,1,1,0,0,0,0,0,0,0,4
"569",625,"sep_nar","Костарев С.","Костарев Савва Васильевич","Бренко : Поэма / Соч. С. Костарева","М.","Семена",1848,119,20,1,1,1,1,0,0,0,0,0,1,0,5
"570",626,"sep_nar","Н. А.","Сергиевский Дмитрий Иванович","Дочь тайны : Повесть в стихах / Соч. Н.А.","СПб.","П.А. Мартынов",1848,97,14,1,0,0,1,1,0,0,0,0,0,0,3
"571",627,"col_lyr","Соваж К.","Соваж Константин","Тревога раздумья : Стихотворения К. Соваж","М.","Готье и Монигетти",1848,140,20,1,0,1,0,0,0,0,0,0,1,0,3
"572",628,"col_lyr","Волошеновский Ф.","Волошеновский Федор","Поэтические вспышки : Стихотворения Федора Волошеновского","Одесса","Неймана",1848,80,21,1,1,0,0,0,0,0,0,0,1,0,3
"573",629,"col_lyr","Малышев Г.","Малышев Григорий Григорьевич","Стихотворения Григория Малышева","СПб.","кн. маг. П. Крашенникова и К",1848,48,18,1,1,0,1,0,0,0,0,0,1,0,4
"574",630,"col_lyr","Шкурин Х.Н.","Шкурин Х.Н.","Из действительной жизни : Стихотворения Х.Н. Шкурина","Тифлис","вост. яз. Г. Гулиянц",1848,71,19,1,0,0,0,1,0,0,0,1,0,0,3
"575",631,"sep_nar",NA,NA,"Соловей разбойник, или Живой мертвец : Сказка, похожая на быль : (В стихах)","М.","Смирнова",1848,68,17,1,1,0,0,0,0,0,0,0,0,0,2
"576",632,"col_lyr","Витусов П.","Витусов П.","Собрание стихотворений П. Витусова","СПб.","Штаба отд. корп. внутр. стражи",1848,32,14,1,0,0,0,0,0,0,0,0,1,0,2
"577",633,"almanac","Ваненко И. (изд.)","Башмаков Иван Иванович","Междуделье : Альм. разнообраз. ст. по смыслу и качеству, принадлежащих разн. неизвест. писателям и собр. воедино Иваном Ваненко","М.","Лазаревых",1848,181,16,1,1,0,0,0,0,0,0,0,1,0,3
"578",634,"col_lyr","Ключарев А.","Ключарев Александр Владимирович","Стихотворения / [Соч.] Александра Ключарева","СПб.","Крайя",1848,127,20,1,1,0,0,0,0,0,0,0,1,0,3
"579",635,"sep_nar","Унтерберг А. фон","Унтерберг Александр фон","Эмиль и Лора : Рассказ в стихах Александра фон Унтерберга","Киев","Вальнера",1848,88,24,1,0,0,0,0,0,0,0,0,1,0,2
"580",636,"col_lyr","Голишев Н.","Голишев Николай","Военный досуг : Стихотворения Николая Голишева : С портр. авт.","М.","Степанова",1848,124,26,1,1,0,0,0,0,0,0,0,1,0,3
"581",639,"col_lyr","Дуров Н.","Дуров Николай","Стихотворения / [Соч.] Николая Дурова","Воронеж","Губ. тип.",1848,21,22,1,0,0,0,0,0,0,0,0,0,0,1
"582",640,"sep_nar",NA,NA,"Солдатская сказка : [В стихах]","СПб.","Штаба отд. корп. внутр. стражи",1848,18,16,1,0,0,0,0,0,0,0,0,0,0,1
"583",641,"sep_lyr","Шереметевский П.В.","Шереметевский Петр Васильевич","Новый год М. DCCLXLIX : [Стихотворение]","М.","Ун. тип",1848,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"584",642,"sep_lyr","Ростопчина Е.","Ростопчина Евдокия Петровна","Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной. ","СПб.",NA,1848,16,24,1,1,0,1,0,0,0,0,0,0,0,3
"585",643,"sep_lyr","Спасский Я.","Спасский Яков","На кончину Натальи Александровны Ефремовой : [Стихотворение]","М.",NA,1848,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"586",644,"sep_lyr","Леде М.","Леде Мария","Голос из-под облаков на землю : [Стихотворение]","М.","Кирилова",1848,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"587",645,"sep_lyr",NA,NA,"Новая ворожея, или Надписи на картах : [В стихах]","СПб.","Прена",1848,36,NA,1,0,0,0,0,0,0,0,0,0,0,1
"588",646,"sep_lyr","Марсов А.","Марсов Алексей Васильевич","Стихотворение А. Марсова [Святая Нина, просветительница Грузии]","СПб.","Зиновьевский",1848,41,NA,1,0,0,0,0,0,0,0,0,0,0,1
"589",647,"col_lyr","Тимошурин К.","Тимошурин Козьма","Разные стихотворения Козьмы Тимошурина","Калуга","Краеванова",1848,55,20,1,0,0,0,0,0,0,0,0,0,0,1
"590",648,"col_lyr","Покотилов Г.","Покотилов Гавриил","Стихотворения, сочиненные Гавриилом Покотиловым","М.","Кирилова",1848,20,17,1,0,0,0,0,0,0,0,0,0,0,1
"591",649,"sep_lyr","Глинка Ф.","Глинка Федор Николаевич","На смуты Запада; Два дива: [Стихи]","СПб.",NA,1848,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"592",650,"sep_lyr","Берг Н.","Берг Николай Васильевич","Деревня : Стихотворение Н. Берга","М.","Ун. тип",1848,52,26,1,0,0,0,0,0,0,0,0,0,0,1
"593",651,"sep_nar","Н.И.",NA,"Поездка по железной дороге из Москвы в Петербург : Рассказ в стихах / Н.И","М.","Готье и Монигетти",1848,23,20,1,1,0,0,0,0,0,0,0,0,0,2
"594",652,"col_lyr","Покотилов Г.","Покотилов Гавриил","Увы! - без надежды, или Пагубное последствие пылкой страсти [и др. стихотворения] / Соч. Гавриила Покотилова.","М.","Кирилова",1848,11,17,1,0,0,0,0,0,0,0,0,0,0,1
"595",653,"sep_nar","Потапов В.","Потапов Василий Федорович","Колдун на Сухаревой башне, или Искусство делать золото : Фантаст. рассказ лунатика : [В стихах] / Соч. В.Ф. Потапова.","М.","Кирилова",1848,54,15,1,0,0,0,0,0,0,0,0,0,0,1
"596",654,"sep_nar","Потапов В.","Потапов Василий Федорович","Алеша Попович, или Киевские ведьмы на шабаше : Волшебная сказка в 2 ч., в стихах / Соч. Василья [Ф.] Потапова","М.","Степанова",1848,54,16,1,0,0,0,0,0,0,0,0,0,0,1
"597",655,"sep_lyr","Фирке И.","Фирке Иван","Почтеннейшим господам членам малого танцевального собрания от карточного слуги Ивана Фирке с Новым 1849 годом : [Стихотворение]","СПб.",NA,1848,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"598",656,"sep_lyr",NA,NA,"Высокопочтенным господам, членам Большого гражданского собрания посвящает на Новый 1849 год их усердный карточный служитель : [Стихотворение].","СПб.","Крайя",1848,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"599",657,"almanac",NA,NA,"Калейдоскоп : Этюды в стихах и прозе. Вып. 1","Кишинев","Попова",1848,33,25,1,0,0,0,0,0,0,0,0,0,0,1
"600",658,"sep_lyr",NA,NA,"Швейцар большого гражданского общества имеет честь поздравить почтеннейших гг. посетителей онаго с наступающим новым 1849 годом : [Стихотворение]","СПб.","Крайя",1848,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"601",659,"sep_nar",NA,NA,"Московские свахи, или Купцы и купчики, купеческие жены и купеческие вдовушки : Рассказ в 4 карт. : [В стихах].","М.","Семена",1848,32,17,1,1,0,0,0,0,0,0,0,0,0,2
"602",660,"sep_lyr",NA,NA,"Верноподданнический привет августейшим новобрачным в незабвенный день бракосочетания ... государя великого князя Константина Николаевича с ... великою княжною Александрою Иосифовною : [Стихотворение]","СПб.","Валя",1848,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"603",661,"sep_lyr",NA,NA,"Чувство русского сердца в радостный день бракосочетания его императорского высочества государя великого князя Константина Николаевича с великою княжною Александрою Саксен-Альтенбургскою : [Стихотворение]","СПб.",NA,1848,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"604",662,"sep_lyr",NA,NA,"Сочинение в стихах Лейб-гвардии конного полка рядового N...","М.","Серикова",1848,21,15,1,0,0,0,0,0,0,0,0,0,0,1
"605",663,"sep_nar","Попов П.","Попов П.","Московские скачки, или Слабые очерки из жизни двух знаменитых коннозаводчиков в России: графа Алексея Григорьевича Орлова-Чесменского и Федора Семеновича Мосолова : В стихах ","М.","Ун. тип",1848,34,28,1,1,0,0,0,0,0,0,0,0,0,2
